"name","founded_on","num_funding_rounds","last_equity_funding_type","last_funding_at","headquartersCountry","employeeCount","Advertising","Agriculture.and.Farming","Clothing.and.Apparel","Commerce.and.Shopping","Community.and.Lifestyle","Computer.Hardware","Consumer.Electronics","Consumer.Goods","Content.and.Publishing","Data.and.Analytics","Design","Education","Energy","Environment.and.Sustainability","Events","Financial.Services","Food.and.Beverage","Gaming","Government.and.Military","Health.Care","HumanResources","Legal","Life.Sciences","Logistics","Manufacturing","Media.and.Entertainment","Messaging.and.Telecommunications","Music.and.Audio","Natural.Resources","Navigation.and.Mapping","Payments","Privacy.and.Security","Professional.Services","Real.Estate.and.Construction","Sales.and.Marketing","Software_x","Sports","Transportation","Travel.and.Tourism","Video","AR.and.VR","Artificial.Intelligence","Biotechnology","BlockChain","Hardware","Science.and.Engineering","Software_y","Sustainability","Round.1","Round.2","Round.3","Round.4","Round.5","short_description","success","days_since_founding"
"HyPoint",395,14,9,763,83,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1320000,1200000,320000,650000,350000,"The next generation hydrogen fuel cell system for the aerospace industry and air transportation market",1,1523
"hystrix medical",287,5,10,370,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,913379,57307,1720810,1727965,3292570,"hystrix medical is a online contracting marketplace for medical devices and replenishing / repeat purchase products in hospitals.",0,1190
"Iaso Therapeutics",395,5,9,1021,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225000,6e+05,978597,1250000,125000,"Iaso Therapeutics develops vaccines to improve human health and cure diseases.",0,1850
"ICARE Technologies",61,6,10,415,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126353,2984570,2400174,2217786,386777,"Wearable ring with NFC technology for contactless payment and authentication applications",0,1686
"iCasting",21,5,2,17,83,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,435843,453939,891404,678638,1089070,"Blockchain-based casting platform",0,450
"ICSEC",395,6,10,832,66,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3978779,1812156,498872,761042,1016446,"ICSEC is a cybersecurity software company focused on protecting industrial control networks.",0,1610
"Ictero Medical",395,8,10,807,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25000,25000,223729,35000,6e+06,"Ictero Medical is a medical devices company that specializes in helps definitive treatment option for patients.",0,1579
"ICW",1,5,10,456,35,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279800,30000,1254499,2520000,5700000,"ICW is a one-stop management platform provides testing, inspection, factory audit and certification integrated services.",1,1854
"Idana",168,16,9,911,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24192,157341,48907,26980,583423,"Idana is a SaaS tool for doctors which gathers all relevant parts of the medical history and analyses therapy progress and warning signs.",0,2150
"Idelic",1,5,11,498,83,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1e+06,1306340,45961,1999999,8e+06,"Artificial intelligence based fleet management software",0,1911
"IDoven",475,5,10,850,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2442897,2e+06,571773,12900000,6900000,"IDoven develops products to detect heart problems at an early stage to prevent heart diseases.",0,1482
"IDUN Technologies",379,6,9,617,14,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10158,20727,137796,649457,1559100,"Provider of a BCI platform for sleep health and assisted hearing",0,1386
"Idwall",107,6,12,547,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+05,6e+05,3e+06,1e+07,3.8e+07,"Idwall develops software to help small and medium-sized businesses in customer credentialing process.",0,1795
"ifesca",188,6,11,642,22,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,836604,1206150,1767215,2995672,1184560,"ifesca is an AI-Company that enables optimal decision making for energy companies.",0,1767
"IGEM Therapeutics",1,5,11,761,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2553360,1962970,6398270,981092,41193002,"Developing IgE antibody proprietary platform to treat cancer",0,2252
"iGenius",1,6,10,869,83,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1058257,2239227,2447480,7e+06,10945146,"iGenius is the scaleup on a mission to reimagine data interaction and deliver intelligence powered by simplicity.",0,2387
"igetnow",308,7,9,706,22,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28507,117485,123024,635010,112999,"igetnow is a software that allows ordering food and drinks from smartphones.",1,1629
"Igloo Energy",1,2,3,226,32,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,355000,1148950,791676,7200000,4800000,"Provider of energy monitoring solutions",1,1439
"IIMMPACT",384,5,9,746,57,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80000,70000,50000,46400,2e+06,"IIMMPACT is an all-in-one discounted mobile recharge and bill payment application.",0,1528
"IKIN",305,2,2,399,83,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,580000,6e+06,6152300,1.7e+07,3352500,"IKIN is developer of a holographic technology designed to create new ways for interaction by transforming them into reality.",0,1219
"iKVA",202,4,9,521,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,236426,224000,1937110,1742167,2084630,"iKVA is an AI knowledge management software company.",0,1577
"iM3NY",395,5,10,799,83,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8900000,1.3e+07,23600000,6.3e+07,1e+08,"iM3NY engages in developing innovative energy storage solutions.",0,1569
"Imaginostics",488,6,9,916,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4e+05,6e+05,436556,50000,725000,"Imaginostics is a health tech startup focusing on unmet clinical needs in non-invasive quantitative diagnostics.",0,1537
"Imburse",428,6,10,561,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,358547,1696280,1700000,539886,2164502,"Imburse is a cloud-based ""Payments as a Service"" platform simplifying the integration into global payments ecosystem for corporates.",1,1210
"Immersed Inc.",202,8,4,503,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50000,20000,1e+05,340000,265000,"We immerse distributed teams into the same VR workplace to maximize productivity.",0,1553
"Immersive Systems",289,6,9,235,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,197000,1e+05,1e+05,120000,235000,"Provider for player engagement solutions through predictive analytics",0,939
"Immotion Group plc",202,5,6,248,32,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1751549,699706,4268847,2918162,3725000,"Immotion combine award-winning content & multi-directional motion platforms to deliver immersive VR solutions for high-traffic destinations.",1,1117
"Immune-Onc Therapeutics",1,6,11,1006,83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7003890,3.3e+07,2140000,7.3e+07,2.5e+07,"Developer of antibodies to target immune system and tumor microenvironment",0,2561
"Immunic",51,9,6,936,83,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19657900,4292280,11903300,1.5e+07,2.5e+07,"Clinical-stage immunotherapy biotech developing small molecule immunomodulators for auto-immune diseases",1,2383
"iMotorbike",164,7,9,618,74,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,250000,150000,450000,5e+05,2e+05,"iMotorbike.com: #1 Motorcycles Marketplace | Buy and Sell Motorcycles, Parts, Accessories",0,1785
"Impact Proteomics",395,4,9,507,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225000,25000,25000,2e+05,999684,"Impact Proteomics makes all inclusive kits for protein, peptide, and proteome sample preparation and clean up.",0,1192
"Impala",1,4,11,260,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,120000,2136861,1750000,11154417,2e+07,"SaaS-driven PMS data integration solution for the hospitality industry",0,1502
"Imperial Mining Group",202,6,6,999,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2223300,1546559,3970889,5e+05,100700,"Imperial Mining Grp is a multi-metal exploration & deposit development company focusing on copper-zinc, gold & technology metals properties.",1,2188
"Imployable",318,6,9,711,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26342,423135,278948,55681,316345,"Mobile first technology that allows people to identify, map and track their way to a new career",0,1612
"ImpriMed",271,4,9,889,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,330000,3700000,4e+06,3e+05,7700000,"Precision medicine for pets with cancer",0,1924
"IMSystems",92,8,17,915,60,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,279158,139384,95349,371804,694626,"Developer of new mechanical speed reducer for industrial robots",0,2296
"inagrab",202,6,10,236,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,75000,25000,1e+05,1e+05,1e+05,"SaaS, Mobile App, Monetization of word of mouth",0,1097
"Inari",1,6,14,932,83,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4e+07,8.9e+07,4.5e+07,2.08e+08,1.24e+08,"Inari presents high performing plant varieties that improve the economic and environmental realities of production agriculture.",0,2468
"Inbox Health",202,5,10,505,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000,1500000,3908570,9e+05,1870000,"Cloud-based medical billing and payment management solution for healthcare companies",0,1555
"Inclusive Energy",322,6,9,860,32,31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,429017,774742,720547,447427,581598,"SaaS, Smart Meter Hardware",0,1792
"InCred",1,8,8,443,42,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5e+07,41900000,58200000,2100000,4436751,"InCred is a financial services platform that leverages technology and data-science to make lending quick and easy.",0,1836
"InDebted",1,6,17,877,5,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1e+06,1.4e+07,7693195,18342996,15627539,"InDebted develops a cloud-based debt collection software designed to offer tailored debt management tools.",0,2398
"Indicina",395,6,9,838,59,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1e+05,150000,110000,3795999,3e+06,"Indicina is a digital lending platform that provides analytics-driven credit decision for lenders.",0,1617
"IndieFrame",44,2,7,314,23,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,864534,5500000,484558,76311,1007810,"IndieFrame is an independent digital distribution platform that brings the content creator and the media together.",0,1532
"INDmoney",395,6,13,782,42,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7e+06,8e+06,3e+07,1.2e+07,7.5e+07,"INDmoney is a mobile app that consolidates and manages finances in one place.",0,1547
"Indrocorp",395,2,9,696,13,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,475553,548652,572169,15918,127972,"Indrocorp is a global assembly of companies providing data collection",0,1439
"Inference Analytics, Inc.",12,5,9,881,83,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,430000,1e+05,135000,325000,1e+05,"Deep tech company using leading edge AI based work on text and images to assist diagnosis in dentistry and medicine.",0,2388
"Infinite Cooling",202,8,10,566,83,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65000,1e+05,1e+05,1e+05,225000,"Infinite Cooling is a renewables and environment company that specializes in wastewater management and recycling.",0,1640
"Infinited Fiber Company",1,6,11,570,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,560483,1741567,4183670,6859751,2176188,"Infinited Fiber Company is on a mission to make circular fashion and textiles an everyday reality",0,2012
"Infinitum Electric",1,7,13,959,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,9e+05,1967839,12500000,4e+07,42500000,"Infinitum Electric is a motor technology company delivering lightweight and IoT-enabled electric motors.",0,2503
"Inflammatix",1,7,13,674,83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,999923,6e+06,32072827,1100000,7400000,"Provider of diagnostic solutions for systemic infections",0,2141
"Infostellar",3,5,11,657,46,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,578278,474000,7300000,3500000,10540647,"Infostellar is a space communication infrastructure firm.",0,2117
"InfoSum",1,4,11,604,32,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3e+06,5e+06,5e+06,2550500,61000,"Cloud-based platform for document collaboration",0,2055
"Infra.Market",113,12,17,844,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3500000,6e+06,2e+07,5245746,2e+07,"Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.",0,2159
"InfraSight Software",357,4,1,772,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280743,255899,969350,682000,1165000,"InfraSight develops a software that powers Hybrid IT and Multi-Cloud business decisions.",0,1626
"InfStones",395,4,12,834,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1200000,1e+07,1e+07,3.3e+07,37500000,"InfStones provides decentralized blockchain infrastructure service on one integrated platform.",0,1612
"Injective Protocol",395,5,17,889,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5e+05,2600000,4e+05,3600000,1e+07,"Injective Protocol is a DeFi protocol that is used for cross-chain derivatives trading across a wide range of financial products.",0,1682
"Inkbit",202,4,11,582,83,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,225000,2800000,2800000,1.2e+07,3e+07,"Provider of AI-powered 3D printers based on material jetting technology",0,1661
"INKINDIALEGAL.com",305,6,9,421,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,50000,50000,1e+05,50000,"INKINDIALEGAL.com is a legal tech platform providing legal and business support systems.",0,1253
"InkSearch.co",505,6,9,1011,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27718,256518,260041,286045,133141,"InkSearch is platform connecting tattoo artists with clients giving quick possibility to book appointment online.",0,1625
"InkSpace Imaging",1,4,10,190,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224980,1e+05,1415547,1e+05,1415547,"Developer of patent customized MRI coils",0,1357
"InnaMed",81,7,17,535,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000,35000,11066,30000,7e+05,"Provider of a wearable device for blood glucose level monitoring",0,1824
"Innitius",383,5,9,1036,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,582182,81868,678000,4039064,1930433,"Innitius is focus on ultrasound waves technologies development.",0,1902
"InnovaFeed",1,6,13,921,31,176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,132802,52647,18372600,45239500,1.66e+08,"InnovaFeed is a biotech company producing insect-based protein for the feed industry.",0,2454
"Innoviz Technologies",1,7,6,506,40,376,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9e+06,6.5e+07,8e+06,1.32e+08,3.8e+07,"Innoviz manufactures LiDAR sensors and perception software that enables the mass-production of autonomous vehicles.",1,1922
"INOVUES",340,5,17,882,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250000,50000,5e+05,25000,2e+06,"INOVUES is a builtech startup that develops a non-intrusive window upgrade technology for building owners.",0,1795
"Inozyme",1,4,10,877,83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.9e+07,33699996,67399993,67399993,7e+07,"Company developing novel treatments for rare calcification disorders",1,2398
"Inscribe",286,5,11,1021,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50000,120000,3e+06,10500000,2.5e+07,"Software tools to identify fraudulent documents",0,2064
"Insense",118,7,9,739,83,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,130000,185700,260000,150000,1e+06,"A marketplace for advertisers and influencers",0,2010
"INSHUR",21,5,11,568,83,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1050000,50000,7e+06,2e+06,1500000,"App-based auto insurance platform for individuals",0,1977
"InSilicoTrials",462,3,9,384,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,234847,123074,400835,660000,4122579,"InSilicoTrials is a web-based platform that uses simulations to design and safely test new products in virtual patients.",0,880
"Insitro",395,4,12,488,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1e+08,1e+08,1e+08,143210951,4e+08,"Insitro is a drug discovery and development startup that utilizes machine learning and biology to transform drug discovery.",0,1169
"Inso Biosciences",482,7,9,937,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225000,25000,250000,50000,2200000,"Inso Bio is a Cornell University-based early-stage biotech company that develops platform technology for biological sample processing.",0,1579
"Inspector Cloud",147,7,10,505,70,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2e+05,130000,130000,2e+05,5e+05,"Provider of AI-based self-analytics for offline businesses",0,1665
"Inspectorio",1,6,11,738,83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120000,3700000,1e+07,999981,1e+06,"Cloud based form inspection software",0,2222
"Inspired Labs",1,5,17,568,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,350000,1200000,1100000,2300000,3825000,"Inspired Labs uses the power of social impact to deliver blockchain-based experiences that make the world a better place.",0,2008
"Inspirit IoT",92,4,9,73,83,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6e+05,2e+05,225000,1052923,2052923,"Provides AI development and consulting services for hardware acceleration",0,838
"InstaFreight",92,5,11,767,22,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5592603,9518415,11202435,8909568,4e+07,"InstaFreight is an online B2B forwarding company, that enables a fast and easy processing of freight transports.",0,2107
"Instapath",305,6,17,484,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225000,225000,150000,1785006,1e+06,"Instapath provides digital imaging tools for rapid on-site pathology evaluation to repeat biopsy procedures and increase hospital revenue.",0,1347
